Sofware o fuente;Area de identificacion;Modulo(QUERY);Nombre Query;Modulo(TABLA);Tabla;Nombre tecnico;Nombre completo;Nombre dato;Definición;Tipo de Dato:;Valor Máximo Permitido:;valores permitidos;tipo de ingreso del dato ;Encargado
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_ncontrat;@OK1_EXE_PRENE_HEAD.U_ncontrat;Nombre del Contratante;Nombre del Contratante;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_numcont;@OK1_EXE_PRENE_HEAD.U_numcont;Numero Contrato;Numero Contrato;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_estado;@OK1_EXE_PRENE_HEAD.U_estado;Estado del Contrato;Estado del Contrato;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_valor;@OK1_EXE_PRENE_HEAD.U_valor;Valor Mensual;Valor total de la prenecesidad ;Numérico;Indefinido;Numérico;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_plan;@OK1_EXE_PRENE_HEAD.U_plan;Código plan;Código plan;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_nompla;@OK1_EXE_PRENE_HEAD.U_nompla;Nombre Plan;Nombre Plan;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_sucur;@OK1_EXE_PRENE_HEAD.U_sucur;Sucursal;Agencia donde se vendio el contrato ;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_nomVnd;@OK1_EXE_PRENE_HEAD.U_nomVnd;Nombre de Vendedor;Nombre de Vendedor;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Socio de negocios ;OCRD;U_fecnac;OCRD.U_fecnac;Fecha Nacimiento;Fecha de nacimiento del cliente;Fecha;Indefinido;Fecha;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Socio de negocios ;OCRD;U_estciv;OCRD.U_estciv;Estado Civil;Estado civil del cliente;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Socio de negocios ;OCRD;U_sexo;OCRD.U_sexo;Sexo;Genero del cliente;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Socio de negocios ;OCRD;U_HabeasData;OCRD.U_HabeasData;Habeas Data;Aceptacion del cliente para el tratamiento de datos personales;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;DocNum;@OK1_SF_LLAMADA_HEAD.DocNum;DocNum;Numero del servicio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;DocEntry;@OK1_SF_LLAMADA_HEAD.DocEntry;DocEntry;Numero interno del servicio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD; U_numcont;@OK1_SF_LLAMADA_HEAD. U_numcont;Numero Contrato;Referencia del contrato;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD; U_TipPrest;@OK1_SF_LLAMADA_HEAD. U_TipPrest;Tipo Prestacion;Tipo de prestacion (Directo, nos prestados, tomados con otra entidad, servicio convenio, servicio convenio (MASCOPLAN), repatriacion, apoyo;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;TipoSrv;@OK1_SF_LLAMADA_HEAD.TipoSrv;Name;Tipo de servicio (Previsión exequial, apoyo, particular, prenecesidad, reembolso,no prestado);;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD; CreateDate;@OK1_SF_LLAMADA_HEAD. CreateDate;CreateDate;Fecha de creacion del servicio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_IdFallec;@OK1_SF_LLAMADA_HEAD.U_IdFallec;Identif Fallecido;Numero de identificacion del fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_NombreFa;@OK1_SF_LLAMADA_HEAD.U_NombreFa;Nombre Fallecido;Nombre del fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD; U_IdContra;@OK1_SF_LLAMADA_HEAD. U_IdContra;Id contratante;Numero de identificacion del contratante;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_NombreCo;@OK1_SF_LLAMADA_HEAD.U_NombreCo;Contratante;Nombre del contratante;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD; U_NumContr;@OK1_SF_LLAMADA_HEAD. U_NumContr;No. contrato;Doc entry del contrato - llave al modulo contrato;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD; U_DocTotal;@OK1_SF_LLAMADA_HEAD. U_DocTotal;Valor;Valor del costo del servicio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD; U_EntConPr;@OK1_SF_LLAMADA_HEAD. U_EntConPr;Entidad Convenio Proveedor;Entidad proveedora del servicio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD; U_CiudadFa;@OK1_SF_LLAMADA_HEAD. U_CiudadFa;Ciudad Fallecimiento;Ciudad de fallecimiento;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD; U_Ubicacio;@OK1_SF_LLAMADA_HEAD. U_Ubicacio;Ubicacion;Direccion del fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD; U_FechaFal;@OK1_SF_LLAMADA_HEAD. U_FechaFal;Fecha Fallecimiento;Fecha de fallecimiento ;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD; U_Edad;@OK1_SF_LLAMADA_HEAD. U_Edad;Edad;Edad  validada en cedula del fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_CausaFal;@OK1_SF_LLAMADA_HEAD.U_CausaFal;Causa de fallecimiento;Causa de fallecimiento;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Estado;@OK1_SF_LLAMADA_HEAD.U_Estado;Estado del servicio;Estado del servicio ;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Parentes;@OK1_SF_LLAMADA_HEAD.U_Parentes;Parentesco del fallecido al contratante;Parentesco del fallecido al contratante;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_NomEncSr;@OK1_SF_LLAMADA_HEAD.U_NomEncSr;Nombre del asesor del servicio;Nombre del asesor del servicio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_NivServ;@OK1_SF_LLAMADA_HEAD.U_NivServ;Nivel del servicio;Nivel del servicio (Inicial, final, completo);;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Tipocubr;@OK1_SF_LLAMADA_HEAD.U_Tipocubr;Tipo de cubrimiento;Tipo de cubrimiento (integral, tradicional);;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_VSede;@OK1_SF_LLAMADA_HEAD.U_VSede;Sucursal;Sede prev Servicio (agencia);;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun3;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Telcontr;@OK1_SF_LLAMADA_HEAD.U_Telcontr;Teléfono contratante;Telefono del contratante relacionado en el socio de negocio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun3;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Dircontr;@OK1_SF_LLAMADA_HEAD.U_Dircontr;Dirección contratante;Direccion del contratante relacionado en el socio del negocio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Ciudad;@OK1_SF_LLAMADA_HEAD.U_Ciudad;Vacio;Ciudad del contratante relacionado en el socio del negocio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun3;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Email;@OK1_SF_LLAMADA_HEAD.U_Email;Email;Correo electronico del contratante relacionado en el socio de negocio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Servicios Funerarios;SerFun3;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Celular;@OK1_SF_LLAMADA_HEAD.U_Celular;Celular;Numero celular del contratante relacionado en el socio del negocio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Plan;@OK1_SF_LLAMADA_HEAD.U_Plan;Vacio;Nombre del plan relacionado en el contrato;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_CodPlan;@OK1_SF_LLAMADA_HEAD.U_CodPlan;Vacio;Codigo del plan relacionado en el contrato;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Cartera;@OK1_SF_LLAMADA_HEAD.U_Cartera;Vacio;Valor arrojado de cartera;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_SaldFVig;@OK1_SF_LLAMADA_HEAD.U_SaldFVig;Vacio;Saldo ;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_EstCta;@OK1_SF_LLAMADA_HEAD.U_EstCta;Vacio;Estado de cuenta;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_IdemIDCont;@OK1_SF_LLAMADA_HEAD.U_IdemIDCont;Vacio;check de que el solicitante es igual al contratante;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_SolIdent;@OK1_SF_LLAMADA_HEAD.U_SolIdent;Vacio;Numero de identificacion de la persona encargada del servicio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_SolNomb;@OK1_SF_LLAMADA_HEAD.U_SolNomb;Vacio;Nombre de la persona encargada del servicio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_SolTelef;@OK1_SF_LLAMADA_HEAD.U_SolTelef;Vacio;Numero de contacto de la persona encargada del servicio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Usuario;@OK1_SF_LLAMADA_HEAD.U_Usuario;Vacio;Usuario de sap quien crea el servicio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_HoraSoli;@OK1_SF_LLAMADA_HEAD.U_HoraSoli;Vacio;Hora de la creacion del servicio;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_BenNoReg;@OK1_SF_LLAMADA_HEAD.U_BenNoReg;Vacio;Chek para beneficiario no registra en sap;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_CorreBen;@OK1_SF_LLAMADA_HEAD.U_CorreBen;Vacio;Check para correcion de datos del beneficiario fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_TipoBene;@OK1_SF_LLAMADA_HEAD.U_TipoBene;Vacio;Tipo de beneficiario (contratante, beneficiario o mascota);;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_TipDoc;@OK1_SF_LLAMADA_HEAD.U_TipDoc;Vacio;Tipo de documento del beneficiario fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_FecExpDF;@OK1_SF_LLAMADA_HEAD.U_FecExpDF;Vacio;Fecha de expedicion del documento de identidad;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_DExpDF;@OK1_SF_LLAMADA_HEAD.U_DExpDF;Vacio;Departamento de expedicion del documento de identidad;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_CExpDocF;@OK1_SF_LLAMADA_HEAD.U_CExpDocF;Vacio;Ciudad de expedicion del documento de identidad;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_FechaNac;@OK1_SF_LLAMADA_HEAD.U_FechaNac;Vacio;Fecha de nacimiento del beneficiario fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_DptoNac;@OK1_SF_LLAMADA_HEAD.U_DptoNac;Vacio;Departamento de nacimiento del beneficiario fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_MuniNac;@OK1_SF_LLAMADA_HEAD.U_MuniNac;Vacio;Ciudad de nacimiento del beneficiario fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_PaisNacExt;@OK1_SF_LLAMADA_HEAD.U_PaisNacExt;Vacio;Pais de nacimiento extranjero del beneficiario fallecido ;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_CiudNacExt;@OK1_SF_LLAMADA_HEAD.U_CiudNacExt;Vacio;Ciudad de nacimiento extranjero del beneficiario fallecido ;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_DptoresFall;@OK1_SF_LLAMADA_HEAD.U_DptoresFall;Vacio;Departamento del destino final del fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Mresfall;@OK1_SF_LLAMADA_HEAD.U_Mresfall;Vacio;Ciudad del destino final del fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_EsPesnion;@OK1_SF_LLAMADA_HEAD.U_EsPesnion;Vacio;Check de información de si el beneficiario fallecido es pensionado;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_EsExtranj;@OK1_SF_LLAMADA_HEAD.U_EsExtranj;Vacio;Check de información de si el beneficiario fallecido es extranjero;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Ocup;@OK1_SF_LLAMADA_HEAD.U_Ocup;Vacio;Ocupación del beneficiario fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_EstCivil;@OK1_SF_LLAMADA_HEAD.U_EstCivil;Vacio;Estado civil del beneficiario fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Servicios Funerarios;Vacio;Vacio;Solicitud servicio funerario;@OK1_SF_LLAMADA_HEAD;U_Genero;@OK1_SF_LLAMADA_HEAD.U_Genero;Vacio;Genero del beneficiario fallecido;;Indefinido;0;;Tatiana Gomez
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;DocEntry;@OK1_EXE_CONTR_HEAD.DocEntry;DocEntry;DocEntry;Numérico;Indefinido;Numérico;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomuen;@OK1_EXE_CONTR_HEAD.U_nomuen;Nombre UEN;Nombre UEN;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomsuen;@OK1_EXE_CONTR_HEAD.U_nomsuen;Nombre Sub UEN;Nombre Sub UEN;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_conve;@OK1_EXE_CONTR_HEAD.U_conve;Convenio;Convenio;Numérico;Indefinido;Numérico;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomcon;@OK1_EXE_CONTR_HEAD.U_nomcon;Nombre Convenio;Nombre Convenio;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;CreateDate;@OK1_EXE_CONTR_HEAD.CreateDate;Fecha creación SAP;Fecha creación SAP;Fecha;Indefinido;Fecha;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_R_FECRCO;@OK1_EXE_CONTR_HEAD.U_R_FECRCO;Fecha real contrato;Fecha real contrato;Fecha;Indefinido;Fecha;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_contrant;@OK1_EXE_CONTR_HEAD.U_contrant;Contratante;Contratante;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_ncontrat;@OK1_EXE_CONTR_HEAD.U_ncontrat;Nombre del Contratante;Nombre del Contratante;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_numcont;@OK1_EXE_CONTR_HEAD.U_numcont;Numero Contrato;Numero Contrato;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_estado;@OK1_EXE_CONTR_HEAD.U_estado;Estado del Contrato;Estado del Contrato;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_tipCont;@OK1_EXE_CONTR_HEAD.U_tipCont;Tipo de Contrato;Tipo de Contrato;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;Vacio;Vacio;.;Valor Cuota Mensual;Valor Cuota Mensual;Numérico;Indefinido;Numérico;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_valor;@OK1_EXE_CONTR_HEAD.U_valor;Valor Mensual;Valor Mensual;Numérico;Indefinido;Numérico;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_respon;@OK1_EXE_CONTR_HEAD.U_respon;Responsable Facturación;Responsable Facturación;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_plan;@OK1_EXE_CONTR_HEAD.U_plan;Código plan;Código plan;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nompla;@OK1_EXE_CONTR_HEAD.U_nompla;Nombre Plan;Nombre Plan;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_sucur;@OK1_EXE_CONTR_HEAD.U_sucur;Sucursal;Sucursal;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Estado de afiliados R&C;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomVnd;@OK1_EXE_CONTR_HEAD.U_nomVnd;Nombre de Vendedor;Nombre de Vendedor;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Convenios;Convenios;@OK1_EXE_CONV_HEAD;DocEntry;@OK1_EXE_CONV_HEAD.DocEntry;Cod Convenio;Cod Convenio;Numérico;Indefinido;Numérico;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Convenios;Convenios;@OK1_EXE_CONV_HEAD;U_nconv;@OK1_EXE_CONV_HEAD.U_nconv;Numero Convenio;Numero Convenio;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Convenios;Convenios;@OK1_EXE_CONV_HEAD;U_codemp;@OK1_EXE_CONV_HEAD.U_codemp;Código Empresa;Código Empresa;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Convenios;Convenios;@OK1_EXE_CONV_HEAD;U_empNom;@OK1_EXE_CONV_HEAD.U_empNom;Nombre Empresa;Nombre Empresa;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Convenios;Convenios;@OK1_EXE_CONV_HEAD;U_uen;@OK1_EXE_CONV_HEAD.U_uen;Nombre UEN;Nombre UEN;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Convenios;Convenios;@OK1_EXE_CONV_HEAD;U_suen;@OK1_EXE_CONV_HEAD.U_suen;Nombre Sub UEN;Nombre Sub UEN;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Convenios;Convenios;@OK1_EXE_CONV_HEAD;U_grupo;@OK1_EXE_CONV_HEAD.U_grupo;Grupo;Grupo;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Convenios;Convenios;@OK1_EXE_CONV_HEAD;U_activo;@OK1_EXE_CONV_HEAD.U_activo;Estado del Convenio;Estado del Convenio;Texto;Indefinido;Texto;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Convenios;Convenios;@OK1_EXE_CONV_HEAD;CreateDate;@OK1_EXE_CONV_HEAD.CreateDate;Fecha creación;Fecha creación;Fecha;Indefinido;Fecha;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Convenios;Convenios;@OK1_EXE_CONV_HEAD;U_potafil;@OK1_EXE_CONV_HEAD.U_potafil;Potencial afiliados;Potencial afiliados;Numérico;Indefinido;Numérico;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Convenios;Convenios;@OK1_EXE_CONV_HEAD;U_facapar;@OK1_EXE_CONV_HEAD.U_facapar;Fecha firma Convenio;Fecha firma Convenio;Fecha;Indefinido;Fecha;;Miguel Huertas
Sap hana;Registro y control;Registro y Control;Convenios;Convenios;@OK1_EXE_CONV_HEAD;U_respon;@OK1_EXE_CONV_HEAD.U_respon;Responsable Facturación;Responsable Facturación;Texto;Indefinido;Texto;;Miguel Huertas
